Jahr	Messdatum	Messzeit	Barometer	absLuftfeuchtigkeit	relLuftfeuchtigkeit	Lufttemperatur
2012	10.08.2012	01:40:39	1016	7.357	71.4	13.9
2012	10.08.2012	02:00:39	1016	7.343	72.2	13.7
2012	10.08.2012	02:20:41	1015.9	7.18	72	13.4
2012	10.08.2012	02:40:39	1015.9	7.306	72.3	13.6
2012	10.08.2012	03:00:39	1016	7.242	73.1	13.3
2012	10.08.2012	03:20:42	1016.1	7.207	74.2	13
2012	10.08.2012	03:40:40	1016.2	7.218	74.8	12.9
2012	10.08.2012	04:00:39	1016.1	7.171	77.3	12.3
2012	10.08.2012	04:20:39	1016.1	7.115	75.2	12.6
2012	10.08.2012	04:40:40	1016.1	7.066	74.2	12.7
2012	10.08.2012	05:00:39	1016.2	6.916	74.1	12.4
2012	10.08.2012	05:20:38	1016.1	6.794	72.8	12.4
2012	10.08.2012	05:40:39	1016.1	6.667	72.4	12.2
2012	10.08.2012	06:00:41	1016	6.564	69.9	12.5
2012	10.08.2012	06:20:39	1015.9	6.491	70.5	12.2
2012	10.08.2012	06:40:39	1015.8	6.447	74.3	11.3
2012	10.08.2012	07:00:40	1015.8	6.523	73.2	11.7
2012	10.08.2012	07:20:39	1015.9	6.819	72.1	12.6
2012	10.08.2012	07:40:39	1015.9	6.961	73.1	12.7
2012	10.08.2012	08:00:40	1015.9	7.439	73.6	13.6
2012	10.08.2012	08:20:39	1016	7.671	74.9	13.8
2012	10.08.2012	08:40:39	1016.1	7.749	74.2	14.1
2012	10.08.2012	09:00:41	1016.3	8.074	75.8	14.4
2012	10.08.2012	09:20:39	1016.4	8.342	75.8	14.9
2012	10.08.2012	09:40:40	1016.4	8.284	74.8	15
2012	10.08.2012	10:00:39	1016.4	8.41	71.2	16
2012	10.08.2012	10:20:39	1016.4	8.597	73.7	15.8
2012	10.08.2012	11:00:39	1016.5	8.789	72.5	16.4
2012	10.08.2012	11:20:40	1016.5	8.696	69.5	16.9
2012	10.08.2012	11:40:40	1016.5	8.886	71	16.9
2012	10.08.2012	12:00:39	1016.5	8.808	69.5	17.1
2012	10.08.2012	12:20:39	1016.4	9.277	69.1	18
2012	10.08.2012	12:40:40	1016.3	9.409	67.9	18.5
2012	10.08.2012	13:00:39	1016.2	9.388	66.9	18.7
2012	10.08.2012	13:20:39	1016.1	9.353	65	19.1
2012	10.08.2012	13:40:40	1016	9.31	65.1	19
2012	10.08.2012	14:00:39	1015.9	9.057	58.8	20.2
2012	10.08.2012	14:20:41	1015.9	9.031	56.5	20.8
2012	10.08.2012	14:40:40	1015.9	8.99	57.3	20.5
2012	10.08.2012	15:00:39	1015.8	9.335	60.2	20.3
2012	10.08.2012	15:20:39	1015.7	8.839	54.3	21.1
2012	10.08.2012	15:40:39	1015.7	8.956	54	21.4
2012	10.08.2012	16:00:41	1015.6	9.078	53.4	21.8
2012	10.08.2012	16:20:40	1015.5	9.326	54.5	21.9
2012	10.08.2012	16:40:39	1015.5	9.637	54.6	22.4
2012	10.08.2012	17:00:40	1015.4	9.674	54.8	22.4
2012	10.08.2012	17:20:44	1015.4	10.093	56.1	22.7
2012	10.08.2012	17:40:39	1015.2	10.238	59	22.1
2012	10.08.2012	18:00:39	1015.1	10.196	58.4	22.2
2012	10.08.2012	18:20:39	1015	10.078	56	22.7
2012	10.08.2012	18:40:40	1014.9	9.944	55.6	22.6
2012	10.08.2012	19:00:40	1014.8	9.859	55.8	22.4
2012	10.08.2012	19:20:38	1014.8	10.207	58.8	22.1
2012	10.08.2012	19:40:39	1014.8	9.784	56.4	22.1
2012	10.08.2012	20:20:39	1015	8.638	50.2	22
2012	10.08.2012	20:40:39	1015.1	9.005	53.6	21.6
2012	10.08.2012	21:00:39	1015.2	8.821	53.5	21.3
2012	10.08.2012	21:20:40	1015.4	9.156	56.9	20.9
2012	10.08.2012	21:40:39	1015.6	9.327	59.4	20.5
2012	10.08.2012	22:00:40	1015.9	9.019	60.4	19.7
2012	10.08.2012	22:20:39	1016.2	8.773	59.9	19.4
2012	10.08.2012	22:40:39	1016.5	8.296	56	19.6
2012	10.08.2012	23:00:39	1016.7	8.532	59.4	19.1
2012	10.08.2012	23:20:41	1016.7	8.363	62.4	18
2012	10.08.2012	23:40:40	1016.7	8.391	63.8	17.7
2012	11.08.2012	00:00:42	1016.6	8.281	65.4	17.1
2012	11.08.2012	00:20:39	1016.6	8.288	68	16.5
2012	11.08.2012	00:40:42	1016.6	8.106	66.1	16.6
2012	11.08.2012	01:00:39	1016.7	8.06	67	16.3
2012	11.08.2012	01:20:39	1016.7	8.068	68.8	15.9
2012	11.08.2012	01:40:40	1016.7	8.078	66.3	16.5
2012	11.08.2012	02:00:39	1016.6	7.999	66.5	16.3
2012	11.08.2012	02:20:39	1016.6	7.918	67.1	16
2012	11.08.2012	02:40:39	1016.5	7.911	67.9	15.8
2012	11.08.2012	03:00:41	1016.4	7.827	72.1	14.7
2012	11.08.2012	03:20:39	1016.2	7.706	73.8	14.1
2012	11.08.2012	03:40:40	1016.1	7.722	75.4	13.8
2012	11.08.2012	04:00:39	1016	7.676	69.8	14.9
2012	11.08.2012	04:20:40	1015.9	7.609	71	14.5
2012	11.08.2012	04:40:39	1015.9	7.683	75	13.8
2012	11.08.2012	05:00:43	1015.8	7.608	73.8	13.9
2012	11.08.2012	05:20:39	1015.7	7.575	73	14
2012	11.08.2012	05:40:40	1015.7	7.536	73.1	13.9
2012	11.08.2012	06:00:41	1015.7	7.576	73	14
2012	11.08.2012	06:20:39	1015.8	7.437	73.1	13.7
2012	11.08.2012	06:40:39	1015.8	7.743	74.6	14
2012	11.08.2012	07:00:38	1015.9	7.715	76.3	13.6
2012	11.08.2012	07:20:39	1016	7.847	77.6	13.6
2012	11.08.2012	07:40:40	1016.2	8.129	76.8	14.3
2012	11.08.2012	08:00:40	1016.5	8.442	77.7	14.7
2012	11.08.2012	08:20:40	1016.6	8.71	78.1	15.1
2012	11.08.2012	08:40:41	1016.7	8.881	78.1	15.4
2012	11.08.2012	09:00:39	1016.8	8.679	74.9	15.7
2012	11.08.2012	09:20:39	1016.9	8.595	71.4	16.3
2012	11.08.2012	09:40:39	1016.9	8.171	67.5	16.4
2012	11.08.2012	10:00:39	1016.9	8.422	66.1	17.2
2012	11.08.2012	10:20:40	1016.9	8.509	67.2	17.1
2012	11.08.2012	10:40:41	1016.8	8.762	69.6	17
2012	11.08.2012	11:00:40	1016.8	8.829	64.2	18.4
2012	11.08.2012	11:40:39	1016.7	8.087	56.7	19
2012	11.08.2012	12:00:39	1016.7	8.19	56.7	19.2
2012	11.08.2012	12:20:41	1016.6	7.913	54.8	19.2
2012	11.08.2012	12:40:39	1016.5	7.655	52.7	19.3
2012	11.08.2012	13:00:39	1016.5	7.802	51.1	20.1
2012	11.08.2012	13:20:39	1016.5	7.384	47.8	20.3
2012	11.08.2012	14:00:39	1016.3	7.684	49.1	20.5
2012	11.08.2012	14:20:39	1016.2	7.587	47.3	20.9
2012	11.08.2012	14:40:39	1016.2	7.781	48.2	21
2012	11.08.2012	15:20:40	1016.1	7.526	45.5	21.4
2012	11.08.2012	15:40:39	1016	7.719	45.8	21.7
2012	11.08.2012	16:00:40	1015.9	7.677	45	21.9
2012	11.08.2012	16:20:39	1015.9	6.961	40.6	22
2012	11.08.2012	16:40:39	1015.9	6.074	34	22.7
2012	11.08.2012	17:00:41	1015.9	6.04	32.8	23.2
2012	11.08.2012	17:20:40	1016	6.835	37.3	23.1
2012	11.08.2012	17:40:41	1016	7.136	39.4	22.9
2012	11.08.2012	18:20:39	1016	7.822	44.2	22.5
2012	11.08.2012	18:40:39	1016	7.767	44.7	22.2
2012	11.08.2012	19:00:40	1016.1	7.528	42.3	22.6
2012	11.08.2012	19:20:41	1016.1	7.921	46.7	21.8
2012	11.08.2012	19:40:42	1016.1	7.974	47.3	21.7
2012	11.08.2012	20:00:40	1016.1	7.786	46.2	21.7
2012	11.08.2012	20:20:42	1016.2	8.346	50.4	21.4
2012	11.08.2012	20:40:39	1016.3	8.293	50.4	21.3
2012	11.08.2012	21:00:39	1016.5	8.007	49.9	20.9
2012	11.08.2012	21:20:38	1016.8	7.49	47.6	20.6
2012	11.08.2012	21:40:40	1017	7.584	48.5	20.5
2012	11.08.2012	22:00:41	1017.3	7.516	49.9	19.9
2012	11.08.2012	22:20:39	1017.5	7.714	52.5	19.5
2012	11.08.2012	22:40:39	1017.7	7.323	50.5	19.3
2012	11.08.2012	23:00:40	1017.9	7.425	52.5	18.9
2012	11.08.2012	23:20:38	1017.9	7.648	54.4	18.8
2012	11.08.2012	23:40:40	1017.9	7.472	55.2	18.2
2012	12.08.2012	00:00:41	1017.9	7.621	57	18
2012	12.08.2012	00:20:40	1017.9	7.588	58.2	17.6
2012	12.08.2012	00:40:40	1017.9	7.535	60.8	16.8
2012	12.08.2012	01:00:39	1017.9	7.453	64.1	15.8
2012	12.08.2012	01:20:40	1017.8	7.476	64.3	15.8
2012	12.08.2012	01:40:40	1017.9	7.517	65.9	15.5
2012	12.08.2012	02:00:41	1017.8	7.508	67.1	15.2
2012	12.08.2012	02:20:41	1017.8	7.524	69	14.8
2012	12.08.2012	02:40:41	1017.8	7.508	70.2	14.5
2012	12.08.2012	03:00:39	1017.8	7.459	70.2	14.4
2012	12.08.2012	03:20:39	1017.9	7.415	70.7	14.2
2012	12.08.2012	03:40:39	1017.9	7.329	70.8	14
2012	12.08.2012	04:00:40	1017.9	7.289	73.7	13.3
2012	12.08.2012	04:20:39	1017.9	7.322	76	12.9
2012	12.08.2012	04:40:39	1017.9	7.329	74.1	13.3
2012	12.08.2012	05:00:39	1017.9	7.242	74.2	13.1
2012	12.08.2012	05:20:40	1018	7.189	71.3	13.6
2012	12.08.2012	05:40:39	1018	7.16	72.9	13.2
2012	12.08.2012	06:00:39	1018.2	7.091	75.6	12.5
2012	12.08.2012	06:20:40	1018.2	7.043	75.1	12.5
2012	12.08.2012	06:40:39	1018.3	7.081	75.5	12.5
2012	12.08.2012	07:00:39	1018.3	7.242	76.7	12.6
2012	12.08.2012	07:20:39	1018.4	7.275	79.1	12.2
2012	12.08.2012	07:40:39	1018.5	7.346	77.8	12.6
2012	12.08.2012	08:00:39	1018.5	7.363	74	13.4
2012	12.08.2012	08:20:39	1018.5	7.433	70	14.4
2012	12.08.2012	08:40:40	1018.5	7.872	72.2	14.8
2012	12.08.2012	09:00:39	1018.5	8.092	72.3	15.2
2012	12.08.2012	09:20:40	1018.5	8.159	71.5	15.5
2012	12.08.2012	09:40:39	1018.4	8.379	69.3	16.4
2012	12.08.2012	10:00:39	1018.4	8.278	67.6	16.6
2012	12.08.2012	10:20:39	1018.2	8.614	68.1	17.1
2012	12.08.2012	10:40:39	1018.2	8.714	65.9	17.8
2012	12.08.2012	11:00:40	1018.1	9.036	66.6	18.2
2012	12.08.2012	11:20:40	1018	9.278	67.5	18.4
2012	12.08.2012	11:40:39	1017.9	9.419	66.8	18.8
2012	12.08.2012	12:00:39	1017.7	9.31	64.4	19.2
2012	12.08.2012	12:20:39	1017.6	8.875	62.2	19
2012	12.08.2012	12:40:39	1017.5	9.223	64.2	19.1
2012	12.08.2012	13:00:39	1017.5	9.145	60.2	20
2012	12.08.2012	13:20:39	1017.4	9.204	60.2	20.1
2012	12.08.2012	13:40:40	1017.3	9.088	58	20.5
2012	12.08.2012	14:00:40	1017.2	9.082	56.2	21
2012	12.08.2012	14:20:39	1017.2	9.161	55.3	21.4
2012	12.08.2012	14:40:39	1017.1	8.914	53.5	21.5
2012	12.08.2012	15:00:40	1017	9.165	53	22.1
2012	12.08.2012	15:20:39	1016.7	9.16	52	22.4
2012	12.08.2012	16:00:40	1016.4	9.513	53.3	22.6
2012	12.08.2012	16:20:39	1016.1	9.826	53.7	23
2012	12.08.2012	16:40:39	1015.9	10.207	55.4	23.1
2012	12.08.2012	17:00:39	1015.8	10.367	54.9	23.5
2012	12.08.2012	17:20:39	1015.7	10.222	54.8	23.3
2012	12.08.2012	17:40:40	1015.7	10.451	55	23.6
2012	12.08.2012	18:00:39	1015.6	10.387	56	23.2
2012	12.08.2012	18:20:40	1015.5	10.344	55.1	23.4
2012	12.08.2012	18:40:39	1015.5	10.02	53.4	23.4
2012	12.08.2012	19:00:39	1015.5	9.332	50.7	23.1
2012	12.08.2012	19:20:39	1015.6	10.437	57.3	22.9
2012	12.08.2012	19:40:39	1015.7	8.939	48.9	23
2012	12.08.2012	20:00:39	1015.8	6.674	34.5	24
2012	12.08.2012	20:20:39	1015.8	6.573	34.6	23.7
2012	12.08.2012	21:00:39	1016.1	7.224	42.9	21.7
2012	12.08.2012	21:20:39	1016.3	7.456	44	21.8
2012	12.08.2012	21:40:39	1016.7	7.778	48.2	21
2012	12.08.2012	22:00:39	1017	9.342	62.6	19.7
2012	12.08.2012	22:20:39	1017.2	10.158	74.2	18.3
2012	12.08.2012	22:40:39	1017.5	10.105	76.2	17.8
2012	12.08.2012	23:20:39	1017.7	9.574	68.3	18.7
2012	12.08.2012	23:40:40	1018.2	10.071	76	17.8
2012	13.08.2012	00:00:41	1018.4	10.679	84.7	17
2012	13.08.2012	00:20:39	1018.7	10.545	82.1	17.3
2012	13.08.2012	00:40:39	1018.6	10.366	82.8	16.9
2012	13.08.2012	01:00:39	1018.5	10.316	82.4	16.9
2012	13.08.2012	01:20:39	1018.6	10.32	81.4	17.1
2012	13.08.2012	01:40:39	1018.7	10.479	85.3	16.6
2012	13.08.2012	02:00:40	1018.9	10.638	86.6	16.6
2012	13.08.2012	02:20:41	1019.1	10.617	87	16.5
2012	13.08.2012	02:40:39	1019.1	10.588	89	16.1
2012	13.08.2012	03:00:39	1019	10.619	90.4	15.9
2012	13.08.2012	03:20:40	1019	10.703	91.1	15.9
2012	13.08.2012	03:40:39	1019	10.575	90.6	15.8
2012	13.08.2012	04:00:39	1019	10.445	86.7	16.3
2012	13.08.2012	04:20:39	1019.1	10.491	88.2	16.1
2012	13.08.2012	04:40:40	1019.1	10.518	91.3	15.6
2012	13.08.2012	05:00:39	1019.2	10.623	92.8	15.5
2012	13.08.2012	05:20:39	1019.3	10.716	93	15.6
2012	13.08.2012	05:40:39	1019.3	10.549	91	15.7
2012	13.08.2012	06:00:39	1019.5	10.327	89.7	15.6
2012	13.08.2012	06:20:39	1019.7	10.304	90.1	15.5
2012	13.08.2012	06:40:39	1019.8	10.238	88.4	15.7
2012	13.08.2012	07:00:39	1019.9	10.19	88	15.7
2012	13.08.2012	07:20:39	1020	10.03	86.1	15.8
2012	13.08.2012	07:40:39	1020.2	9.74	82.6	16
2012	13.08.2012	08:00:40	1020.4	9.669	81.5	16.1
2012	13.08.2012	08:20:39	1020.6	9.815	82.2	16.2
2012	13.08.2012	09:00:38	1021	9.999	79.6	17
2012	13.08.2012	09:20:39	1021.2	10.189	81.1	17
2012	13.08.2012	09:40:39	1021.3	10.376	80	17.5
2012	13.08.2012	10:00:39	1021.4	10.229	78.4	17.6
2012	13.08.2012	10:20:39	1021.5	10.548	79.3	17.9
2012	13.08.2012	10:40:39	1021.6	10.321	75.7	18.3
2012	13.08.2012	11:00:39	1021.8	10.151	75.9	18
2012	13.08.2012	11:20:40	1021.8	9.994	75.7	17.8
2012	13.08.2012	11:40:39	1021.9	10.01	76.3	17.7
2012	13.08.2012	12:00:40	1022	10.176	76.1	18
2012	13.08.2012	12:20:39	1022	9.79	72.8	18.1
2012	13.08.2012	12:40:40	1022	9.935	73.4	18.2
2012	13.08.2012	13:00:39	1022	9.833	72.2	18.3
2012	13.08.2012	13:20:39	1021.9	9.938	72.5	18.4
2012	13.08.2012	13:40:39	1021.9	9.983	69.7	19.1
2012	13.08.2012	14:00:39	1021.8	10.155	70	19.3
2012	13.08.2012	14:20:39	1021.8	10.071	69	19.4
2012	13.08.2012	14:40:39	1021.8	10.12	68.9	19.5
2012	13.08.2012	15:00:38	1021.7	10.06	66.4	20
2012	13.08.2012	15:20:39	1021.6	9.955	64.9	20.2
2012	13.08.2012	15:40:39	1021.5	9.754	64	20.1
2012	13.08.2012	16:00:39	1021.4	9.583	62.5	20.2
2012	13.08.2012	16:20:39	1021.3	9.584	62.5	20.2
2012	13.08.2012	16:40:39	1021.2	9.741	63.9	20.1
2012	13.08.2012	17:00:38	1021.1	9.742	61.2	20.8
2012	13.08.2012	17:20:39	1021.1	9.897	64.1	20.3
2012	13.08.2012	17:40:39	1021.1	9.836	61.4	20.9
2012	13.08.2012	18:00:39	2021	9.42	59.2	20.8
2012	13.08.2012	18:20:39	1020.9	9.825	61.7	20.8
2012	13.08.2012	18:40:38	1020.8	9.449	60.1	20.6
2012	13.08.2012	19:20:39	1020.7	9.109	56.9	20.9
2012	13.08.2012	19:40:39	1020.7	9.213	57.9	20.8
2012	13.08.2012	20:00:39	1020.7	8.549	52.8	21.1
2012	13.08.2012	20:20:40	1020.7	8.263	53.3	20.4
2012	13.08.2012	20:40:39	1020.7	8.556	56.9	19.9
2012	13.08.2012	21:00:42	1020.8	8.594	59.7	19.2
2012	13.08.2012	21:20:39	1021	8.736	63	18.6
2012	13.08.2012	21:40:39	1021.2	8.83	65.3	18.2
2012	13.08.2012	22:00:39	1021.4	8.747	64.7	18.2
2012	13.08.2012	22:20:39	1021.4	8.5	63.7	18
2012	13.08.2012	22:40:41	1021.4	8.299	63	17.8
2012	13.08.2012	23:00:39	1021.4	8.113	62	17.7
2012	13.08.2012	23:20:39	1021.4	8.072	61.3	17.8
2012	13.08.2012	23:40:39	1021.3	8.036	61.8	17.6
2012	14.08.2012	00:00:39	1021.3	8.023	61.7	17.6
2012	14.08.2012	00:20:39	1021.2	8.024	61.7	17.6
2012	14.08.2012	00:40:39	1021.1	7.999	61.9	17.5
2012	14.08.2012	01:00:39	1021.1	7.935	61.4	17.5
2012	14.08.2012	01:20:39	1021	7.939	63	17.1
2012	14.08.2012	01:40:39	1020.8	7.876	62.5	17.1
2012	14.08.2012	02:00:39	1020.7	7.865	62.8	17
2012	14.08.2012	02:20:39	1020.5	7.777	63.7	16.6
2012	14.08.2012	02:40:39	1020.4	7.791	63.8	16.6
2012	14.08.2012	03:00:39	1020.2	7.853	64.7	16.5
2012	14.08.2012	03:20:42	1020.1	7.768	64	16.5
2012	14.08.2012	03:40:39	1019.9	8.207	71.1	15.7
2012	14.08.2012	04:00:38	1019.8	8.088	73.3	15
2012	14.08.2012	04:20:39	1019.7	7.958	71.2	15.2
2012	14.08.2012	04:40:40	1019.5	7.761	69	15.3
2012	14.08.2012	05:00:39	1019.3	7.733	68.3	15.4
2012	14.08.2012	05:20:39	1019	7.647	67.1	15.5
2012	14.08.2012	05:40:39	1018.7	7.568	66.4	15.5
2012	14.08.2012	06:00:40	1018.6	7.472	67.7	15
2012	14.08.2012	06:20:39	1018.5	7.562	68.5	15
2012	14.08.2012	06:40:39	1018.3	7.488	68.7	14.8
2012	14.08.2012	07:00:39	1018.1	7.416	67.6	14.9
2012	14.08.2012	07:20:39	1018	7.539	68.7	14.9
2012	14.08.2012	07:40:39	1017.9	7.654	68.4	15.2
2012	14.08.2012	08:00:39	1017.8	8.037	72.7	15
2012	14.08.2012	08:20:38	1017.7	8.375	70.1	16.2
2012	14.08.2012	08:40:39	1017.6	7.991	63.2	17.1
2012	14.08.2012	09:00:38	1017.5	8.264	64.1	17.4
2012	14.08.2012	09:20:39	1017.5	9.121	72	17.1
2012	14.08.2012	09:40:39	1017.4	9.188	71.6	17.3
2012	14.08.2012	10:00:39	1017.3	9.305	69.8	17.9
2012	14.08.2012	10:20:39	1017.3	9.174	69.7	17.7
2012	14.08.2012	10:40:38	1017.3	9.192	66	18.6
2012	14.08.2012	11:00:39	1017.2	9.154	64.1	19
2012	14.08.2012	11:20:38	1017.1	7.654	46.6	21.3
2012	14.08.2012	11:40:39	1017	7.725	47.6	21.1
2012	14.08.2012	12:00:39	1017	7.76	48.7	20.8
2012	14.08.2012	12:20:39	1017	7.631	48.2	20.7
2012	14.08.2012	13:20:39	1017.8	9.453	73.2	17.4
2012	14.08.2012	13:40:39	1018.1	9.524	77.6	16.6
2012	14.08.2012	14:00:40	1018.2	9.632	80.5	16.2
2012	14.08.2012	14:20:39	1018.3	9.517	81.1	15.9
2012	14.08.2012	14:40:38	1018.1	9.481	81.3	15.8
2012	14.08.2012	15:00:39	1018	9.5	77.4	16.6
2012	14.08.2012	15:20:39	1018	9.172	72.9	17
2012	14.08.2012	16:00:39	1017.8	9.843	75.7	17.5
2012	14.08.2012	16:20:39	1017.7	9.35	71.5	17.6
2012	14.08.2012	16:40:39	1017.9	9.575	77.5	16.7
2012	14.08.2012	17:00:39	1018	9.027	82.6	14.8
2012	14.08.2012	17:20:39	1018.1	9.217	82.7	15.1
2012	14.08.2012	17:40:38	1018	9.249	85.7	14.6
2012	14.08.2012	18:00:39	1018.2	9.394	83.2	15.3
2012	14.08.2012	18:20:38	1018.1	9.042	77.1	15.9
2012	14.08.2012	19:00:39	1017.8	9.117	77.7	15.9
2012	14.08.2012	19:20:39	1017.6	9.237	77.7	16.1
2012	14.08.2012	20:00:39	1017.8	9.187	77.3	16.1
2012	14.08.2012	20:20:39	1017.9	9.021	77.4	15.8
2012	14.08.2012	21:00:40	1018.2	8.925	78.1	15.5
2012	14.08.2012	21:20:39	1018.6	8.365	79.7	14.2
2012	14.08.2012	21:40:39	1019	8.148	81.3	13.5
2012	14.08.2012	22:00:39	1019.2	8.077	85.5	12.6
2012	14.08.2012	22:20:40	1019.2	7.875	84.5	12.4
2012	14.08.2012	23:00:39	1019.5	7.374	79.2	12.4
2012	14.08.2012	23:20:39	1019.5	7.373	79.2	12.4
2012	14.08.2012	23:40:39	1019.6	7.338	77.8	12.6
2012	15.08.2012	00:00:41	1019.8	7.444	77.9	12.8
2012	15.08.2012	00:20:39	1019.9	7.704	82.2	12.5
2012	15.08.2012	00:40:39	1019.9	7.803	86.6	11.9
2012	15.08.2012	01:00:39	1020	8.005	86.5	12.3
2012	15.08.2012	01:20:39	1020	8.013	84.9	12.6
2012	15.08.2012	01:40:38	1020	7.965	84.4	12.6
2012	15.08.2012	02:00:39	1020	7.955	83.2	12.8
2012	15.08.2012	02:20:39	1020	7.936	83	12.8
2012	15.08.2012	02:40:39	1020	7.827	84.6	12.3
2012	15.08.2012	03:00:39	1020	7.756	83.3	12.4
2012	15.08.2012	03:20:39	1019.9	7.755	85.5	12
2012	15.08.2012	03:40:39	1019.8	7.825	87.4	11.8
2012	15.08.2012	04:00:39	1019.9	7.975	87.9	12
2012	15.08.2012	04:20:39	1020	7.867	85.6	12.2
2012	15.08.2012	04:40:38	1020.1	7.727	84.1	12.2
2012	15.08.2012	05:00:39	1020.1	7.653	83.3	12.2
2012	15.08.2012	05:20:40	1020.2	7.546	82.7	12.1
2012	15.08.2012	05:40:38	1020.4	7.412	81.8	12
2012	15.08.2012	06:00:38	1020.6	7.355	81.2	12
2012	15.08.2012	06:20:39	1020.6	7.376	80.9	12.1
2012	15.08.2012	06:40:39	1020.8	7.354	81.2	12
2012	15.08.2012	07:00:39	1020.9	7.384	81	12.1
2012	15.08.2012	07:20:39	1020.9	7.371	79.8	12.3
2012	15.08.2012	07:40:40	1020.9	7.327	78.3	12.5
2012	15.08.2012	08:00:40	1020.9	7.425	78.3	12.7
2012	15.08.2012	08:20:39	1020.8	7.358	75.1	13.2
2012	15.08.2012	08:40:39	1020.8	7.235	72.9	13.4
2012	15.08.2012	09:00:40	1020.9	7.209	73.6	13.2
2012	15.08.2012	09:20:41	1020.9	7.279	74.3	13.2
2012	15.08.2012	09:40:40	1020.8	7.438	76.4	13.1
2012	15.08.2012	10:00:39	1020.9	7.469	73.3	13.8
2012	15.08.2012	10:20:39	1021	7.505	71.3	14.3
2012	15.08.2012	10:40:39	1021.1	7.175	69.1	14.1
2012	15.08.2012	11:00:41	1021.1	7.522	70.1	14.6
2012	15.08.2012	11:20:41	1021.1	7.533	69.3	14.8
2012	15.08.2012	11:40:39	1021.1	7.487	68	15
2012	15.08.2012	12:00:40	1021.1	7.588	69.8	14.8
2012	15.08.2012	12:20:39	1021.2	7.902	73.6	14.6
2012	15.08.2012	12:40:39	1021.2	7.931	76.3	14.1
2012	15.08.2012	13:00:41	1021.4	8.198	80.4	13.8
2012	15.08.2012	13:20:39	1021.4	8.45	82.3	13.9
2012	15.08.2012	13:40:39	1021.4	8.233	79.7	14
2012	15.08.2012	14:00:40	1021.4	8.544	79	14.7
2012	15.08.2012	14:20:40	1021.3	7.987	72.5	15
2012	15.08.2012	14:40:39	1021.3	7.696	69	15.2
2012	15.08.2012	15:00:39	1021.4	7.499	66.4	15.4
2012	15.08.2012	15:20:39	1021.4	7.975	67.9	16
2012	15.08.2012	15:40:40	1021.4	7.647	61.9	16.8
2012	15.08.2012	16:00:39	1021.3	7.275	59.3	16.7
2012	15.08.2012	16:20:39	1021.3	7.403	61.1	16.5
2012	15.08.2012	16:40:39	1021.3	7.241	59.4	16.6
2012	15.08.2012	17:00:39	1021.5	7.258	60.7	16.3
2012	15.08.2012	17:20:39	1021.5	7.367	61.6	16.3
2012	15.08.2012	18:00:40	1021.6	7.415	63.2	16
2012	15.08.2012	18:20:40	1021.7	7.697	66	15.9
2012	15.08.2012	18:40:39	1021.8	7.342	62.2	16.1
2012	15.08.2012	19:00:39	1021.8	7.268	60.8	16.3
2012	15.08.2012	19:20:39	1021.8	7.378	62.1	16.2
2012	15.08.2012	19:40:39	1021.9	7.377	62.5	16.1
2012	15.08.2012	20:00:40	1022	7.553	64.8	15.9
2012	15.08.2012	20:20:40	1022.1	7.499	65.6	15.6
2012	15.08.2012	21:00:40	1022.3	7.478	68	15
2012	15.08.2012	21:40:38	1022.6	7.598	70.9	14.6
2012	15.08.2012	22:00:39	1022.7	7.606	71.9	14.4
2012	15.08.2012	22:20:39	1022.8	7.615	72	14.4
2012	15.08.2012	23:00:42	1022.8	7.558	74.3	13.8
2012	15.08.2012	23:20:40	1022.9	7.563	73.4	14
2012	15.08.2012	23:40:39	1022.9	7.577	74.5	13.8
2012	16.08.2012	00:00:40	1022.9	7.579	75	13.7
2012	16.08.2012	00:20:40	1022.9	7.792	78.6	13.4
2012	16.08.2012	00:40:39	1022.9	8.069	81.9	13.3
2012	16.08.2012	01:00:41	1022.9	8.106	81.2	13.5
2012	16.08.2012	01:20:40	1022.8	8.137	81.5	13.5
2012	16.08.2012	01:40:39	1022.8	8.182	81.4	13.6
2012	16.08.2012	02:00:40	1022.7	8.185	82.5	13.4
2012	16.08.2012	02:20:39	1022.5	8.212	83.3	13.3
2012	16.08.2012	02:40:39	1022.4	8.272	82.8	13.5
2012	16.08.2012	03:00:41	1022.2	8.281	81.8	13.7
2012	16.08.2012	03:20:41	1022.1	8.248	82	13.6
2012	16.08.2012	03:40:39	1021.9	8.27	82.2	13.6
2012	16.08.2012	04:00:39	1021.7	8.251	82	13.6
2012	16.08.2012	04:20:39	1021.6	8.307	82	13.7
2012	16.08.2012	04:40:39	1021.4	8.402	84	13.5
2012	16.08.2012	05:00:38	1021.3	8.493	86	13.3
2012	16.08.2012	05:20:39	1021.2	8.624	87.3	13.3
2012	16.08.2012	05:40:38	1021.2	8.594	87	13.3
2012	16.08.2012	06:00:40	1021.2	8.586	87.5	13.2
2012	16.08.2012	06:20:39	1021.3	8.586	87.5	13.2
2012	16.08.2012	06:40:39	1021.4	8.637	88.6	13.1
2012	16.08.2012	07:00:39	1021.4	8.688	89.7	13
2012	16.08.2012	07:20:39	1021.5	8.783	89.5	13.2
2012	16.08.2012	07:40:40	1021.6	8.862	90.3	13.2
2012	16.08.2012	08:00:39	1021.7	8.839	89.5	13.3
2012	16.08.2012	08:20:39	1021.8	8.936	89.3	13.5
2012	16.08.2012	08:40:39	1021.9	9.197	90.1	13.8
